INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (1,'Alice da Silva','86739605','78057358035','F','1997-9-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9580,'Thomas do Carmo','85576107','48283964569','M','2000-6-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9581,'Thomas dos Reis','43307609','79948693848','M','1996-5-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9582,'Thomas Viana','43401518','32570430924','M','1968-9-18');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9583,'Thomas de Castro','67069971','86341319754','M','1984-11-7');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9584,'Thomas Silveira','7669528','36539728218','M','1986-3-24');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9585,'Thomas Moura','94578644','60899290955','M','1979-8-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9586,'Thomas Brito','59327699','80734191570','M','1963-9-6');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9587,'Thomas Neves','62724382','82366412431','M','1985-10-1');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9588,'Thomas Carneiro','44220582','15709566230','M','1993-5-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9589,'Thomas Melo','79260601','5933058230','M','1967-7-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9590,'Thomas Medeiros','18439416','86073356432','M','1996-11-21');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9591,'Thomas Cordeiro','78637695','3062548747','M','1975-5-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9592,'Thomas Conceição','39874922','84457880733','M','1963-10-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9593,'Thomas Farias','47357162','1216232008','M','2002-1-14');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9594,'Thomas Dantas','80361207','28577406493','M','1967-4-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9595,'Thomas Cavalcante','15193344','15505306459','M','2000-3-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9596,'Thomas da Rocha','45627984','41606935192','M','1962-2-24');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9597,'Thomas de Assis','62457360','72146826289','M','2000-7-4');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9598,'Thomas Braga','40911961','83016071214','M','2004-2-18');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9599,'Thomas Cruz','69738922','25511564483','M','1968-2-23');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9600,'Thomas Siqueira','82361681','84158602262','M','1987-6-23');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9601,'Amanda da Silva','58986113','74093763413','F','1968-6-5');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9602,'Amanda dos Santos','23740459','70192710131','F','1999-8-30');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9603,'Amanda Pereira','28386177','38766218892','F','1984-1-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9604,'Amanda Alves','37884523','46967506286','F','2001-4-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9605,'Amanda Ferreira','32770586','97521549055','F','1966-7-4');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9606,'Amanda de Oliveira','42413171','47402919693','F','1976-10-28');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9607,'Amanda Silva','4937290','47698867873','F','1967-6-1');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9608,'Amanda Rodrigues','5254251','27985647318','F','1988-2-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9609,'Amanda de Souza','30237881','94994898499','F','2000-12-1');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9610,'Amanda Gomes','43728684','18345928278','F','1986-6-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9611,'Amanda Santos','85496686','94408490124','F','1989-3-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9612,'Amanda Oliveira','74430766','74351490954','F','1981-10-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9613,'Amanda Ribeiro','27444045','58675321120','F','1977-9-27');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9614,'Amanda Martins','65044731','74578149384','F','1993-5-6');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9615,'Amanda Gonçalves','13645649','81526108320','F','1988-4-26');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9616,'Amanda Soares','83441894','19726750676','F','1984-5-18');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9617,'Amanda Barbosa','66591930','74702130558','F','1998-4-8');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9618,'Amanda Lopes','69657941','72118890897','F','1995-9-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9619,'Amanda Vieira','13703990','1990629625','F','1981-1-27');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9620,'Amanda Souza','37333206','3733490379','F','2000-8-3');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9621,'Amanda Fernandes','10768036','84073239254','F','1999-3-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9622,'Amanda Lima','15245288','52070877818','F','1961-7-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9623,'Amanda Costa','63375604','52732103736','F','1983-2-24');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9624,'Amanda Batista','24307306','69221271950','F','1970-12-16');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9625,'Amanda Dias','38394736','61424067863','F','1979-4-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9626,'Amanda Moreira','68983162','99849656032','F','1977-9-26');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9627,'Amanda de Lima','59344033','7177044011','F','1979-6-14');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9628,'Amanda de Sousa','7581677','61610511445','F','1990-7-25');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9629,'Amanda Nunes','73402533','76942667325','F','1998-1-25');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9630,'Amanda da Costa','2714647','12532361362','F','1982-11-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9631,'Amanda de Almeida','71357036','98772967647','F','1978-4-4');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9632,'Amanda Mendes','27800981','64051435911','F','1998-8-7');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9633,'Amanda Carvalho','78685763','50986067205','F','1999-2-16');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9634,'Amanda Araujo','77463050','98613120465','F','1993-6-16');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9635,'Amanda Cardoso','96226056','30416288062','F','1979-12-6');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9636,'Amanda Teixeira','4840545','79923176565','F','1965-9-20');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9637,'Amanda Marques','78247300','80293437254','F','2002-7-3');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9638,'Amanda do Nascimento','18832219','13787747644','F','1982-1-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9639,'Amanda Almeida','12401482','98419026931','F','1966-3-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9640,'Amanda Ramos','56206125','97957003519','F','1971-4-25');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9641,'Amanda Machado','37776255','33521355683','F','1965-4-13');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9642,'Amanda Rocha','92910156','99471842331','F','1985-9-14');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9643,'Amanda Nascimento','33943402','65487210792','F','1960-8-23');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9644,'Amanda de Araujo','51247213','37737147847','F','1993-6-6');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9645,'Amanda da Conceiçao','48371262','64478766886','F','1969-11-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9646,'Amanda Bezerra','82171614','27305311514','F','1974-1-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9647,'Amanda Sousa','55055762','21770960824','F','1995-10-31');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9648,'Amanda Borges','18484474','2145855957','F','1964-10-27');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9649,'Amanda Santana','68533286','51811400676','F','1960-5-9');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9650,'Amanda de Carvalho','56491252','74997005271','F','1974-10-24');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9651,'Amanda Aparecido','65541709','44150482850','F','1990-8-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9652,'Amanda Pinto','43704680','19147235593','F','1997-8-15');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9653,'Amanda Pinheiro','98171437','59557380145','F','1991-12-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9654,'Amanda Monteiro','86493418','50970036379','F','1994-5-4');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9655,'Amanda Andrade','22117174','88325932054','F','1990-5-13');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9656,'Amanda Leite','11780857','40830214103','F','1966-7-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9657,'Amanda Correa','39579115','2542084536','F','1999-9-21');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9658,'Amanda Nogueira','46484634','82710115942','F','1985-4-27');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9659,'Amanda Garcia','84018611','60086099676','F','1983-9-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9660,'Amanda de Freitas','40637025','21346406442','F','1993-12-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9661,'Amanda Henrique','89142416','42315431886','F','1966-7-14');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9662,'Amanda Tavares','44893054','68005026881','F','1962-12-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9663,'Amanda Coelho','28203677','7871266450','F','1989-4-13');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9664,'Amanda Pires','13309263','56091584739','F','1992-8-24');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9665,'Amanda de Paula','98389484','91862974892','F','1989-6-27');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9666,'Amanda Correia','47353836','27361707479','F','1998-10-19');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9667,'Amanda Miranda','16584546','20156900545','F','1983-11-24');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9668,'Amanda de Jesus','57093237','62686537945','F','1990-12-3');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9669,'Amanda Duarte','31040076','12071110009','F','1967-1-9');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9670,'Amanda Freitas','40043636','80897991301','F','1996-8-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9671,'Amanda Barros','76793648','52650483451','F','1983-7-25');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9672,'Amanda de Andrade','19778650','78103739977','F','2003-12-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9673,'Amanda Campos','31312567','57890859153','F','1993-4-21');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9674,'Amanda Sántos','11630050','45171455456','F','1984-3-15');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9675,'Amanda de Melo','95139432','29511589739','F','1988-6-1');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9676,'Amanda da Cruz','81319684','76633281419','F','1983-1-21');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9677,'Amanda Reis','49701136','85648511518','F','1983-6-5');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9678,'Amanda Guimaraes','90242648','33518114295','F','1963-11-9');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9679,'Amanda Moraes','29796454','30061817337','F','1963-5-23');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9680,'Amanda do Carmo','27122725','50361459915','F','1977-4-15');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9681,'Amanda dos Reis','12704863','97008321701','F','1996-7-23');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9682,'Amanda Viana','96858411','62480310465','F','1987-5-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9683,'Amanda de Castro','14425733','77086799173','F','2002-9-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9684,'Amanda Silveira','56702121','60275864718','F','1961-2-28');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9685,'Amanda Moura','64893545','42578746761','F','1962-10-30');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9686,'Amanda Brito','2534227','15347188863','F','1987-10-6');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9687,'Amanda Neves','88759565','86112466125','F','1965-12-3');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9688,'Amanda Carneiro','53182152','77627489516','F','1981-9-5');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9689,'Amanda Melo','22482016','29358096847','F','1970-12-9');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9690,'Amanda Medeiros','26043107','78227740126','F','1991-3-19');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9691,'Amanda Cordeiro','37897242','80688734541','F','1969-9-30');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9692,'Amanda Conceição','35371893','65355193910','F','1962-5-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9693,'Amanda Farias','84416975','78326594697','F','1999-2-15');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9694,'Amanda Dantas','17374319','12279975272','F','1996-6-20');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9695,'Amanda Cavalcante','94505057','46567983309','F','1979-7-24');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9696,'Amanda da Rocha','87724734','68583521741','F','1973-7-6');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9697,'Amanda de Assis','99138735','15769456817','F','1965-11-3');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9698,'Amanda Braga','99241639','152800955','F','1992-8-27');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9699,'Amanda Cruz','30762302','80069749379','F','1994-2-18');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9700,'Amanda Siqueira','9543087','30750321687','F','2001-7-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9701,'Emanuel da Silva','98316698','52364340664','M','1962-2-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9702,'Emanuel dos Santos','90217778','96070760240','M','1996-2-6');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9703,'Emanuel Pereira','19979432','74842096083','M','1995-11-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9704,'Emanuel Alves','13983384','37446213370','M','1990-7-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9705,'Emanuel Ferreira','14311945','83013386956','M','1989-7-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9706,'Emanuel de Oliveira','10927235','11616688243','M','1984-11-7');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9707,'Emanuel Silva','96858333','78267446617','M','2002-2-16');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9708,'Emanuel Rodrigues','88882269','4796493273','M','1961-1-28');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9709,'Emanuel de Souza','80289841','45329756573','M','2003-10-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9710,'Emanuel Gomes','80100949','9517822464','M','2002-7-11');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9711,'Emanuel Santos','83216585','91178294648','M','1965-5-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9712,'Emanuel Oliveira','64251723','56967079530','M','1968-9-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9713,'Emanuel Ribeiro','91866400','22858943013','M','1999-2-6');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9714,'Emanuel Martins','62706791','68219151683','M','1972-3-5');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9715,'Emanuel Gonçalves','3400617','70667160624','M','1961-11-9');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9716,'Emanuel Soares','76401440','45820654339','M','1999-6-28');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9717,'Emanuel Barbosa','39645470','90973965403','M','1999-5-9');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9718,'Emanuel Lopes','93732683','43516723618','M','1971-1-9');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9719,'Emanuel Vieira','30217054','16577247825','M','1972-9-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9720,'Emanuel Souza','42128595','36464128452','M','1977-10-3');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9721,'Emanuel Fernandes','49529185','5612146084','M','1975-10-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9722,'Emanuel Lima','75477556','46020867442','M','1960-6-16');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9723,'Emanuel Costa','99226028','76394729638','M','1971-1-14');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9724,'Emanuel Batista','22150313','34824888377','M','1986-12-9');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9725,'Emanuel Dias','33161925','57916631697','M','2001-12-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9726,'Emanuel Moreira','19857510','84997571405','M','1980-9-15');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9727,'Emanuel de Lima','75841213','56086364867','M','1998-1-28');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9728,'Emanuel de Sousa','43917678','57355631516','M','1963-2-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9729,'Emanuel Nunes','94474398','50172231905','M','1999-11-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9730,'Emanuel da Costa','99268471','54539122137','M','1982-11-13');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9731,'Emanuel de Almeida','13362402','57606183499','M','1961-7-8');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9732,'Emanuel Mendes','16233606','4976808043','M','2001-3-1');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9733,'Emanuel Carvalho','59788530','83219228608','M','2004-5-5');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9734,'Emanuel Araujo','75114499','10781895362','M','1990-5-11');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9735,'Emanuel Cardoso','90314481','32950505170','M','1997-4-24');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9736,'Emanuel Teixeira','74628381','66580734782','M','1988-10-9');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9737,'Emanuel Marques','70555420','39040462255','M','1977-8-13');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (9738,'Emanuel do Nascimento','58943706','60551908266','M','1982-10-3');
